-9638,-7631
11470,5044
11009,-4019
-14828,-12437
-1050,-7850
-1942,-2872
16147,13490
-2558,-13642
-9192,-10444
-13736,7832
4200,-6611
-11511,-14994
1222,13401
-10910,-10536
7841,-14325
7237,-12314
-3126,4431
-6950,11624
4502,-13462
9832,186
3134,-3260
15687,-2734
5176,1571
10586,9964
6759,5573
14467,-4554
1797,-2222
-4416,8394
-720,-180
-10301,-14840
-7879,-14297
8738,12753
-4612,11402
13256,13565
9650,-14230
2259,5003
-9654,11956
-8498,12834
11978,1134
-1467,2553
-5190,1061
3018,-10120
211,-3137
-12041,9547
-13758,-14036
9067,13115
-14219,-10702
15553,2630
-441,-12788
14661,-13527
-14675,-5325
-4044,7435
11014,-8315
-8588,-5247
-3373,2007
8024,8954
9360,-10591
-4108,4168
-4212,-5580
-4712,-2607
-14575,-12670
-8536,-13248
-3123,-3900
-3206,-3737
-9821,14251
9347,12903
11991,10226
14757,14356
8164,-5982
-9858,13790
-4506,14109
-16071,-8862
-810,-5775
6671,10963
1612,-10688
-9035,112
-11738,5749
8833,2495
-15344,-5709
1442,-5208
5066,-707
2598,2537
-6781,-13263
-10847,-9803
-10504,-12847
-2639,1385
-13311,9014
-14891,13021
-15028,10505
7934,-14322
-5991,12949
5383,6253
10338,2156
-11838,-643
13325,-373
-1207,-14531
-3940,-1066
11514,-10302
1275,-506
-9412,9390
2611,-11601
9443,-11996
2507,3142
8943,-5965
-7356,6432
14982,4365
-1943,-2308
14899,6660
-8558,-2239
1744,-14351
-5914,9564
4510,8709
-12507,3371
-13512,-4148
-7155,-15038
7246,4113
8106,12913
14727,4127
3047,10395
4080,-7439
344,-3686
-7672,-7823
8490,13774
9114,-215
12114,-8545
6646,14618
2735,2801
2580,12362
3078,18
10445,-3147
-7594,-14457
8865,-10075
-7731,14572
-496,6774
10667,-5541
10878,-5321
15622,11016
-11298,14183
8462,12232
6493,-11004
5729,-11860
-10376,4484
-4510,6392
11260,-1342
7513,13536
-14231,12488
577,7459
-7795,13171
-15722,9329
14543,-13531
-324,-8906
-938,15040
8542,4309
9364,7764
884,-7282
-12535,-6121
-16133,-12815
-13540,-70
-9776,8380
861,2338
-8916,-3274
7482,-216
11727,13137
8515,-6058
7991,5957
499,8089
-8170,-9830
1123,610
-5170,-15013
-4345,3917
-9081,-12041
-4500,-14567
-8583,-3192
2867,-2063
5701,-7302
-12997,6077
-10895,-4893
-5762,2844
268,13229
-5551,-14004
5012,11660
-148,-11336
-7551,-8053
-2117,3536
-8315,579
14101,-5137
-2449,-4876
-2452,-4514
-6196,3485
8127,-7450
8612,-6008
-245,5565
685,-11716
-2303,12988
-14182,3539
-2917,-4261
-4702,-3315
-2095,-14344
-13182,8305
-15514,2926
15543,11382
-12921,-4340
-13016,-6308
-2284,7917
9530,-13298
14114,-3508
13775,-14035
10902,-8567
13251,9974
3410,-526
4582,-8515
12703,-3679
-1711,-9082
13528,7991
-6447,7796
-14214,-8737
-10530,-6755
-2764,6605
-7696,-13849
10861,-7617
-5594,2526
15994,14518
436,3585
10175,-8234
10999,14588
5015,-9005
3596,-5858
10449,4389
-2602,-10925
542,-8867
13171,12326
539,-2108
9427,5092
14862,8850
9912,-13388
6005,-8823
10842,-8489
3017,4546
-1037,-13360
14282,-13859
-2822,-1518
-15434,6487
-13909,-14128
14557,-9042
-15175,13698
-13907,-8048
-15270,-14565
-3175,13650
-3456,9186
1409,-13614
-3795,14623
-1464,14803
-1446,-4670
-11305,14341
-274,-11885
-3184,4680
-14688,1243
12055,-12751
-2340,-2980
4288,7112
1344,11075
12054,-729
-3588,-2107
-1712,13513
12280,-577
-12447,13559
-3278,-4550
-2708,1359
-2454,789
-8692,-12804
-3873,2252
-1839,-5008
15399,-2275
1305,13626
-4295,-12300
-11327,1913
4593,58
-5892,2560
-357,-198
-9799,14200
4480,4874
14699,9355
426,-5306
-2305,-13184
15645,-6810
-14917,-5005
-15153,-7115
13549,-14655
-12562,8335
14817,14732
-13925,-501
-5411,-8711
-14206,1470
-546,2327
12913,-5596
1785,13172
12931,-12353
-8074,7145
-8361,-12062
-10984,-10790
12458,14157
15759,4007
-1937,-6726
-9936,9990
-4881,13798
774,-8832
11800,6031
2650,-920
-6531,15044
10246,7890
2638,159
10816,10197
2892,10971
4578,-3526
7711,15005
6612,10604
-7374,6576
-7482,12869
-12974,-5161
-14514,3741
2946,11013
7324,-11080
8481,10410
-2118,-1536
-9563,5424
8101,5043
8487,-12440
5370,-3010
-5886,-4694
7131,-7145
-6122,3642
3510,-9885
90,-11000
-1434,-8279
3671,-3121
7080,-6232
-5124,-14353
-11583,-7278
8335,-2540
9612,9683
-12842,-12694
-11393,-4631
-13129,11627
-14016,11801
10313,2008
-10715,-12728
-7383,10085
13609,1012
-2328,-1307
-13059,7241
8698,13676
10114,-12692
-483,12211
-5432,-7227
-8091,5489
2746,10554
-16015,6968
4432,2571
-12882,2124
3333,812
5455,261
3225,-3848
-37,12713
1685,5695
-14900,-694
6063,-8402
-13743,14701
-4536,9375
11135,12599
13128,8997
11521,-9724
10011,-9854
265,9227
-9295,514
-12988,-10648
337,5819
15915,-10095
-1187,-3333
-11303,14696
2222,-2627
8816,-472
-4237,-5326
-3589,-986
-2960,1112
6280,-2091
-1511,-2266
4544,-894
-2398,-6834
-3450,3612
8897,8412
-118,883
-2434,-3908
-16055,-10899
-13165,-642
5702,8048
-11749,6145
-4895,-4222
15625,-6029
-7554,9342
-5861,5633
6008,-11045
14586,4115
-11306,-348
-1522,-14727
-9184,4083
-3752,1107
-12446,-14093
-2030,14766
3292,14886
-13390,1904
15809,14578
-4183,-2906
-843,-1897
-2190,5846
-2450,6551
-3700,13065
-12196,-10310
-13260,-7668
-15889,-5503
65,13647
-311,14026
15286,14667
-10427,-6012
-3512,1984
-3833,-4111
15758,-4491
-3185,-13553
-15936,-13550
6055,11713
8596,13535
12110,4067
1654,-13217
11058,-13776
14001,5056
2043,6724
11685,-5149
-11578,14484
14575,-11802
7289,11254
-2876,1480
14143,-3772
-14679,-9557
-9036,11715
-12986,274
2833,-14787
-4408,10574
9264,-5230
5376,-5351
1602,-790
10808,-4037
-7092,-13500
-11099,11321
-1770,-6270
4542,-3218
-4894,-10288
-15450,-3024
-1554,-2176
15526,4421
-1814,-12380
14276,-9501
-10310,1643
13212,14216
-12939,-10905
-3157,9038
-13315,4404
12440,-5022
-6705,243
-12968,-4911
-7026,1781
6623,2297
6354,12701
-6128,-5048
-3978,-7982
-3587,-633
-464,-6472
-14043,11611
8940,-2523
-11100,2325
-3018,7665
-1458,1923
6042,-6041
-7628,-1401
-1244,-1655
14530,-3276
15775,13045
-14292,1888
-10905,254
14081,-2589
4914,-11607
6840,-2316
-13737,-502
2952,12971
14812,10897
12158,5483
-3088,-9869
8151,3324
6241,-8596
14463,6589
-3195,1930
3907,-7300
10701,-7184
-11336,6356
-6639,-3468
4754,-8328
1098,5692
-4047,4146
7270,-10224
5735,-5934
-2888,-3444
-833,13158
10290,-9835
-7096,-11392
-16091,2019
6553,-10406
15963,-3303
-5929,-3601
-14210,-14510
-5538,-4843
-11087,2452
13206,-6576
11896,8814
-6834,14589
-12345,-584
-5274,14818
-4845,1233
13379,-6652
1539,981
-3170,8569
2784,-1552
-914,-8900
6171,5360
-8251,7953
-2996,-11172
-6325,-11747
8750,-7239
10364,-5254
-11713,3266
7710,14737
5364,11501
-13374,4360
3454,-14310
-5152,-6411
-14204,13541
1950,-5613
-7410,-9573
12236,-2609
-2713,591
-8694,5606
-6369,2412
-13839,-12283
4948,-5445
-15374,-9686
-3675,9114
-13319,12237
7448,998
1618,1211
-1547,-11296
-8061,-2346
7863,-12308
2370,-5249
-418,-14835
11042,-2295
-5967,-4279
3012,-4378
-7277,4827
-15718,4907
-12788,-13782
-8647,14736
-12359,3080
9577,13787
8124,-11154
4868,-10684
14078,3693
1170,-1856
-11160,-10129
-13252,11383
-5905,4081
15742,14368
9170,4761
-14967,-9025
-12907,6340
4456,12311
-15253,-8011
-14282,-4018
1575,-4016
9435,12826
-7477,-6028
-6734,-12340
15486,-3794
12912,-14201
537,8388
6931,9500
2862,11619
-539,4639
-10674,-12885
11462,12520
1025,6004
1818,12537
-10531,-1354
-4012,2793
-13696,5200
-10526,-14875
2228,-8002
-16019,11565
-560,1450
-4559,14525
14754,2326
4420,-14017
4465,-7504
-4021,-9197
7395,2872
120,8193
3683,-7033
-10267,13601
2230,-12104
-13523,-3236
11440,-11351
5892,-13956
-890,-5574
3800,-12287
6457,-9026
-6876,-2081
-115,-8365
1310,-4855
1945,-8291
-13650,-13864
14559,-13520
-12679,-6584
-1907,1652
-4819,-304
13504,-5439
-4076,10737
3401,12758
-6650,-6699
-8974,-3467
-256,93
-13043,-3735
-3657,990
9145,-5951
-13844,3914
-1292,-7201
-13051,13714
-13641,6276
-6532,-14882
8998,-6743
-3362,-12755
-10571,-6561
10714,14717
4888,-6404
6715,12282
-8122,-11396
-3619,-1562
-8077,-2801
-12105,9321
3339,9410
12943,6304
6902,10185
-1007,228
-12924,-10814
15563,-7329
12039,-10569
10015,8812
5257,-2253
14705,-11833
7914,-8973
1372,-7313
14675,3755
2797,8495
15310,7457
-12798,-3671
11196,-1920
-7713,-7219
-10355,12651
-10625,-4656
7968,11823
4118,6652
15445,-9401
-5933,859
13121,4709
2785,4628
334,14896
12171,-4195
13136,10617
-10818,-4363
-6635,10730
9746,14017
-7225,-916
-15468,-11478
8305,285
4495,-12465
1096,-2814
-6543,-9843
-4730,11549
-4716,-12874
12756,14842
-213,-7384
8298,7924
-4241,-14557
-8581,-9291
5363,-6024
-14622,-8759
-2546,-11399
5784,3278
-6382,-4623
2260,-11314
-8406,-3409
-2498,6863
1042,-8647
-9289,-1440
-5500,1059
4014,3141
14945,-14386
-15796,-14244
-13163,7521
8198,-6581
251,-3188
5556,1518
-19,-14907
-8174,-6547
-3869,12199
3153,12133
7076,-1799
-10116,-11780
-3260,-14205
-12567,4807
8577,-12998
-11602,-5860
-15377,-12453
-7419,7929
1004,-2555
7933,3780
-7239,8299
-617,12606
-11049,7738
-4016,14596
13635,-1843
-2203,9035
13649,9244
15269,-6844
680,9711
-8543,12373
-11859,2340
-12883,13568
2085,11033
-545,6825
14161,2488
7785,-4450
1995,575
-15896,-8718
-8671,2729
-9988,8110
-5131,-13607
12004,13364
-1342,9020
-10805,3341
9589,14149
-9223,-3155
12222,8484
12138,5135
4275,9717
-14880,2693
-1300,5984
9288,-5368
3005,6568
-16013,5707
6928,10049
-882,-1114
13784,6932
-10189,445
2605,10363
1955,-5984
-1170,-3052
9913,2860
7253,-2550
-15481,-14321
-7919,-8733
-8859,-3174
13972,-1000
-1826,3630
-700,9475
14659,11815
15152,-510
-16044,5809
563,-3996
7056,628
-2753,-13950
6032,14849
12215,-8643
3402,2141
-5402,-6546
-2974,-9483
-11192,2706
11458,-4955
-3967,-7507
10141,-4357
890,1050
-5047,-12442
-12456,10251
-14510,14160
7938,-833
-999,-4904
-2940,522
-1083,-3486
-10803,-9391
12085,-5240
2777,748
-9650,3171
-3506,-2580
3655,3976
-12888,3150
-4155,1197
1778,-8778
4195,9220
14572,1773
3545,-4865
11447,-2192
14628,-9903
8787,-12063
-8106,10892
-15974,-6519
-9046,7163
6857,-10999
7479,142
7983,-12548
-9485,-9388
8476,-10080
-8358,2570
-7240,-6297
-1865,10239
15274,3417
6920,-8121
-10866,2865
-1893,9452
12653,-1250
535,5590
4435,-11912
-9138,-11966
-10990,14948
4970,12255
12082,2061
-967,12143
4673,-7898
-3021,14362
-5202,14441
-11958,-12669
-7143,-4827
-10101,-13327
15460,-6893
12787,-11579
6152,-7352
360,6469
12296,14912
7521,10129
-4247,10300
-16069,5347
1686,-11211
-13652,-9033
12063,-822
7644,-2582
-12358,-12866
10825,-8099
14124,7509
-6068,12779
6256,-10476
860,9287
-10164,-5977
1482,-4311
-9660,-2923
-15986,5461
8301,-14513
-497,-3
9419,630
4878,2892
-5765,-4005
-3476,-14955
8772,10687
5497,13150
-9005,13106
-6621,3818
-5105,-2836
12129,-14487
-6957,8222
-4234,-3648
155,11145
15040,-13319
5795,269
7346,3314
3614,-2497
590,10550
8429,3387
-2368,10176
1667,14748
-5041,13823
-4968,-9028
-10833,11180
6968,10489
-15608,1457
-4800,13266
4893,-3457
12955,-6006
-10445,-7696
6347,-467
-14864,6676
-13655,12085
8319,-14668
-10356,-10829
-11873,-13232
1968,10424
15054,-4054
-9056,-6142
-5623,-9038
12125,-12824
-11949,14450
4089,2914
11576,639
14005,-11628
7035,1461
3362,-13256
9324,-11062
15610,11473
6049,9396
1108,8822
8433,-8352
2624,14309
-6656,-10430
15861,5314
-3933,11926
-12073,1028
10952,13017
11005,6924
12503,-6717
7273,-4530
9479,-10839
15112,-7133
-1318,14385
-13176,-2597
-8026,11334
-13103,12894
-13891,-5357
4698,8890
-4144,-7681
15506,5436
5549,-14317
-8755,-5152
14472,-10779
8037,-13624
-6739,-9381
9246,-11339
15235,-3213
-9429,1714
13718,10047
4412,12147
-5519,-4317
12625,6757
-2086,1817
-1950,4423
6163,4462
14088,1748
13650,-4669
-15806,-7341
6680,8791
12844,1524
12642,5516
-13193,-2903
3081,-6737
14189,7668
10406,-2917
8380,-4219
1126,-10869
-1426,11164
13655,-3835
-9566,1774
4357,3556
-9513,-11619
5855,-13059
-14743,-7790
8061,-9363
-9110,-10276
-8369,7719
11355,5112
-3219,-3348
6278,8793
-4007,-11737
-7456,-13338
-12849,-9215
12194,1809
9517,-2739
-2110,-10431
421,-3107
-8545,-8750
-14355,4184
7440,8744
-8366,-2924
15099,-2960
14781,-5086
5793,3153
4850,-3643
-8386,-6956
-9861,-248
-8250,14592
-1748,-5424
-325,-13463
-2186,-8235
2542,6167
-12023,422
8706,-2702
-12225,116
15194,9330
4049,-5110
-6021,11770
266,11884
-8047,8582
-6988,-12491
-10599,-11039
8093,-5565
-1497,3296
-10307,-3560
-15367,-382
5061,-11
-3642,-6532
-4458,-12001
11510,-8860
-3717,11067
-1089,-7891
14032,13103
8408,8658
3747,-4658
4959,-5019
-1646,-4597
-2321,-3089
-4323,-7687
-13948,-14987
-1792,12142
9409,13784
-7602,-6314
-1119,-12506
8915,13161
-9977,-14675
8597,-9570
13358,-7449
7654,2413
122,-3862
6179,-14872
1733,-12842
12681,13387
3156,-8018
10820,-2759
7884,1767
-3745,4815
-3710,-5836
7647,9033
-8614,-7598
-3498,12010
13639,-14080
2789,3827
5326,12747
3848,-9021
1715,9921
-9783,4706
-7875,9468
13730,13074
-12935,5273
1835,-2202
10685,-3804
1019,-8102
-5670,12349
-14208,10957
-3042,-1008
913,-3532
-8666,-5418
-3748,6960
-7454,-4591
-10353,-12769
-8129,-4043
-12355,-3820
14569,7677
-199,12666
-6553,1247
15113,-9170
-70,-10585
-7176,-5512
13361,-1936
11398,8560
-14201,12968
5694,-14366
10590,3661
11751,-401
6144,-9495
-9624,-8037
-3381,-12243
-1960,262
-6317,4573
-13589,3286
-6282,2539
-2232,3579
9780,1446
2884,10944
-5406,9931
-7966,-1393
-2869,5507
-9444,11617
-5002,-12203
11381,5969
-3094,-11271
663,-2542
2564,-7159
15433,6160
11414,1681
5767,3081
4725,-7895
-2771,9522
15891,-13840
1184,7966
6312,7992
6102,-13886
2606,11939
3203,-9911
4830,10878
-1023,-4001
-569,-11374
-15791,3082
-6923,526
5875,95
10217,13107
-1231,12239
-1569,-12263
-3194,12460
5155,12495
-15622,6200
10051,7388
-14461,-12763
4444,-13723
2094,-176
10687,-11259
3515,8201
6330,129
-3757,-1609
13637,-7249
293,845
-6674,7227
-6603,-13909
-14964,-1126
-9163,-3811
-9867,-6843
-15738,-11971
-5425,2946
645,-816
12423,-12262
4402,-9222
14324,3068
-15052,3044
10305,11661
11624,-2915
9263,12623
4128,380
-4398,4852
-10579,4711
730,-8633
-10789,-3958
-2766,-10507
-10192,-10940
-1139,-14770
-16045,3216
-685,-14974
1056,1203
8183,11645
13854,12864
12525,12940
2406,-9330
12187,-3310
781,-2342
-11787,-8727
12327,-12854
13886,2644
-12185,14797
468,5010
-14535,10697
9061,7051
10616,9145
11876,2361
529,9791
-3053,-6316
-12815,755
-10020,1912
-12744,-8363
13942,11987
-6943,2958
13238,9927
-12814,-4974
-8772,13112
-6744,-5862
3006,808
-14765,-3320
12928,3757
-11818,-4766
5962,-11397
-10499,-9983
3601,6626
-15634,12477
-4925,5137
10508,-3544
6384,13942
-1011,-328
14407,3178
-8437,-3839
-8863,-1807
8980,11161
6497,1005
10721,-48
13624,13024
-15931,5665
12295,-12500
6273,3481
-10247,-11031
-5133,1597
9508,-11914
-13342,1295
11067,3699
-7090,-11536
-8603,-6485
10230,-7553
14993,-384
11785,13250
-16070,12322
438,-5689
12671,12697
-9324,-8629
15466,-377
-12048,11991
9829,6539
-610,2322
-2313,12505
5661,101
1729,3427
7689,-14220
11479,-1096
-10082,7995
6849,11377
-2505,13761
-7694,10724
13357,-6406
6406,-4560
-5878,7458
-15208,4750
9555,-11347
12991,-10375
2160,-13179
-3914,5192
11639,8066
-4340,7208
-2841,6710
-6823,-2631
1383,-4053
-3920,2279
4151,11638
-8017,14123
-1871,-11380
7786,12762
3243,-3118
-9896,-11072
12716,-12531
14513,13357
-5441,10279
13000,9124
13392,6138
-14560,-2963
10184,-246
-10092,1331
-5631,5825
2141,10328
4697,311
-5392,-4240
9506,-7092
-15838,-1590
-933,2235
14782,2350
7041,7469
10850,7072
13001,5368
14640,-14988
-8560,3721
-752,-6892
14409,-3158
-5941,13324
3137,3313
-12892,-10918
-9147,-10126
10101,6543
15616,5903
13537,4900
4785,-12523
7463,-9584
-11985,-4931
-8516,13979
-10486,10219
-12498,-14488
-2280,-199
14522,5779
5791,14301
2354,12511
11937,-9579
12011,7071
7394,-3053
-1128,-5561
-2317,6877
669,-11165
10052,-13006
-13213,-13022
10444,2757
-8842,3074
2865,-6636
3205,-14798
7326,8252
10977,8158
9882,-738
888,12413
-7543,8047
7867,-2276
7362,5205
-8741,-2873
-379,5069
-4932,-4215
1772,-7288
-3293,3559
10895,13644
4515,-11237
-6267,12845
-15835,3456
2811,-10835
459,-3552
6556,6780
-12616,14882
12071,-1677
-14695,-7920
3319,9718
-12017,11114
-16129,-3443
-8548,-8524
14224,10841
-10560,-14548
-7881,6292
6242,-558
15711,-7060
2805,-3045
-7029,1601
2879,-8333
-11646,-6310
-5643,-8925
-12835,5556
-2657,2804
-3452,7522
6401,1840
-12118,-12615
-12885,-1638
-411,-10634
-12545,3301
3710,8442
-8894,12689
2615,14312
14435,14833
-5816,7136
-2478,2458
-6321,13847
13742,12458
2041,-4347
9189,-5049
8745,13700
4124,8794
-9390,-3316
-2256,7338
12151,-12371
-11824,6082
-1526,7109
-14176,-14188
4571,-2551
-1025,7361
-3065,694
4532,-18
14949,-5273
-10804,-6218
10837,13232
-3223,11259
1286,13482
4316,9299
3965,4766
-13884,2977
13434,-10692
5533,-3469
3600,13354
15441,-14984
-10925,7302
-10879,-14497
14206,14321
-701,313
13411,12602
9152,4157
-5108,-7902
8385,10781
7366,-8057
-3749,-45
-8702,8184
15970,7487
2807,8135
-4533,-13803
14879,-11590
-1195,-9674
11036,-10246
-13455,-10578
-665,-6771
-6307,-7719
-1109,-13532
-10928,12776
-14623,-5636
-3794,7465
-216,3491
4554,12973
10082,-2364
-8096,-13371
-3494,13922
-13692,11870
-5534,11100
-6095,-925
4883,3042
475,-5181
-5799,-14164
-13585,-11168
-1290,-8166
-10555,-14844
-1641,12225
3919,-9745
-6646,-6077
-3982,-3527
-8579,6584
7859,-10072
-2622,9732
7905,8596
-9860,-15009
-7002,7498
4252,10457
-11261,2912
-10008,13900
2232,7226
-11027,7773
-8883,8301
-15980,-655
15789,-11116
3180,8284
8449,6703
-9731,-1372
-7625,1730
2500,-5732
207,11830
15290,5393
-5435,14919
-11835,8870
-15254,4517
-15530,13358
-4425,-11403
-11952,-303
345,2982
-6424,1310
14490,9602
-1822,-2426
4292,6381
6336,-3664
3731,-3179
-15009,-13002
-677,-9441
11040,-4848
-8463,-9550
-8988,10456
14595,-5509
-74,-6776
-12168,10382
-10639,3500
-9504,-1547
-15236,3102
6934,-11672
6606,-7827
-14862,10193
-11159,7390
-12004,4079
95,-2474
4806,-6488
1348,-2713
-15277,-2206
-11911,-7385
-13133,-497
13315,-5130
-13687,-6135
706,-10297
-8418,11496
14849,-7642
-6312,2722
-7349,9369
-8605,-7824
7734,5353
2993,9212
1334,-5389
-426,10345
1058,-7047
10679,-13984
-6469,-538
-9347,10845
-13238,-10967
11567,-1313
2773,-13182
-14642,10032
4817,6244
15076,-13427
-13923,-6109
-2915,-2072
-2206,7218
9905,611
-2731,-6592
1165,-5510
14923,14906
-10929,-10294
-15871,6656
-9794,-5820
10720,-6746
12376,-7915
10392,-8383
-9092,-5918
14095,10880
-9937,12841
-6129,-125
-5226,-3230
-9587,9072
10472,-10312
-6221,5593
9250,13351
-12096,-10144
14571,5480
2297,-5029
5447,1502
-6759,872
-15714,-6230
-7796,2489
15353,3971
8543,-8852
10612,-11874
6884,7002
8852,-12145
8368,12739
-13850,13920
-8780,-4972
15595,-149
-12671,5387
8077,-5504
10858,5226
-9338,-6650
-2006,-12280
921,-10285
1318,-7864
11929,-354
2027,-5047
-8283,439
-10609,-10060
-4387,-9628
3149,-14219
2084,7325
-1793,-1432
8161,8221
-13602,-12069
9817,-9531
-15586,-10163
-9667,-4004
7601,-6534
-1376,1260
11409,9994
-473,-12724
7048,13666
-12737,-6593
-9645,-13931
2734,-5770
1332,-7138
-2922,2383
-10942,14435
228,-2989
9175,-8471
-8727,5609
-15230,-2428
14422,-10461
10283,-14913
-15832,3133
6555,8555
-13864,966
6071,2666
-3759,-10662
11141,8337
-11707,1471
15198,10748
9041,-15023
-14344,10016
-11155,-8080
-7012,-13110
-8228,14284
-6615,-10234
2383,165
15806,517
-7927,14615
13480,7641
-1705,10540
-11307,9486
-2770,14137
-15184,-13898
7184,1196
-4624,12904
-1720,-11456
2296,4929
4199,-9138
-12759,-12040
-4778,-6146
26,-12619
15663,-5219
